data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;
19 de julho de 2022;Foi legal, poderia ter sido melhor!;Café da manhã simples mas gostoso. O bolo de chocolate é delicioso. A localização do hotel é ótima, a cama é grande e confortável e o frigobar gela bem.;Não gostei do banheiro seu aspecto é muito acabado e demorava a descer a água da pia, o papel higiênico ficava solto sem ter um local apropriado para ficar. A TV só tem canais locais, o Wi-Fi no quarto não funciona, só aparece a rede, conecta no celular porém diz que não tem conexão com a internet kkkk, Ou seja, o quarto é zero conexão com o mundo digital. Os móveis não são antigos, eles são muito velhos e feios.;6;;;;
18 de julho de 2022;MELHOR CUSTO/BENEFICIO DE RECIFE/BOA VIAGEM;Da dedicação dos funcionários. Sempre dispostos a ajudar.;Hotel está precisando de reparos. Se for um cliente exigentte procure outro hotel.;8;;;;
17 de julho de 2022;Ótima localização!;Ótima localização! Perto da ferinha, shopping e aeroporto!;Café da manhã bem simples. Prédio antigo, mas está passando por reformas para melhor servir.;7;;;;
17 de julho de 2022;bom custo benefício;localização;estrutura dos quartos;8;;;;
16 de julho de 2022;Recomendo só pra passar a noite, pois fica bem próximo do aeroporto.;Há 3 quadras da praia, próximo a Praia de Boa Viagem. Funcionários super educados.;As instalações são antigas, estão passando por reforma. Mas precisam melhorar a limpeza, achei o banheiro sujo. Não oferece estacionamento.;6;;;;
15 de julho de 2022;Bom;Receptividade;Quartos antigos, banheiro principalmente;7;;;;
9 de julho de 2022;Muito bom;Espaço limpo e organizado, funcionários educados e sempre dispostos a auxiliar.;O Ambiente está passando por melhorias físicas.;8;;;;
8 de julho de 2022;Tudo simples porem o valor pago nao da pra exigir Nada a mais.;Localização;Cafe da manhã simples porem bom, ;;;;;
"Tudo simples porém bom""";7;;;;;;;
8 de julho de 2022;Bom;Boa localização para quem quer se deslocar fácil para a Boa Viagem.;Ar Condicionado. Sem opções de serviço de quarto e de restaurantes no entorno.;7;;;;
4 de julho de 2022;Bom;Café da manhã muito bom;;8;;;;
4 de julho de 2022;Boa.;Atendimento, localização.;Nada;8;;;;
1º de julho de 2022;Bom;Localização, funcionários, custo-benefício;O hotel está um pouco deteriorado, mas passa por reformas;7;;;;
1º de julho de 2022;Pelo valor da diária estava bom.;.;;;;;;
O atendimento foi muito bom. Funcionários bem simpáticos. Quarto simples mas estava com roupas de cama bem limpinha. O chuveiro merecia uma manutenção.;;;;;;;;
Café simples mas gostoso.;;;;;;;;
"Eu colocaria manteiga ao invés de margarina.""";Da margarina. ;;;;;;;
"O ar condicionado era barulhento mas como estava chuvoso e fresquinho não precisei usar.""";6;;;;;;;
28 de junho de 2022;Bom;Localização é uma das melhores do Bairro de Boa Viagem. Pertinho do Shopping Recife, Praça de Boa Viagem, Beira Mar fica 3 minutinhos a pé.;Café da manhã com poucas opções.;7;;;;
28 de junho de 2022;Bom;Atendimento e Localização;;7;;;;
26 de junho de 2022;Hospedagem satisfatória;Ótima localização;Antes de sair chech out eles cortaram a água do quarto;6;;;;
26 de junho de 2022;Muito bom;Da localização, do atendimento.;A limpeza não estava boa, no banheiro tinham resto de curativos colados na parede. Fechadura do banheiro com problema.;8;;;;
23 de junho de 2022;Muito bom;Hotel com ótima localização, próximo ao aeroporto e com bom café da manhã.;;8;;;;
23 de junho de 2022;Muito bom;Atendimento e cordialidade dos colaboradores;;8;;;;
20 de junho de 2022;Bom;A localização para quem vai para o aeroporto é espetacular. A equipe do hotel é muito atenciosa e prestativa. O café da manhã é bom.;Os quartos são muito antigos. O chuveiro parece que estava entupido(só pingava), a fechadura precisava que colocasse o cartão umas três vezes. E o cobertor estava com cheiro de mofo. O hotel fica muito bem localizado, mas se continuar sem os cuidados necessários tende a fechar.;7;;;;
20 de junho de 2022;Em suma, foi boa! Mas pode melhorar! Só ajustar essa questão de limpeza;Do atendimento das meninas do café e dos funcionários da noite, além da moça loira Fabiane. Super educados e hospitaleiros;Da falta de limpeza nos quartos, os cabelos acumularam no chão, além do banheiro que a água era muito ralinha. Uma barata pequena subiu na minha mesa na hora do café da manhã.;7;;;;
19 de junho de 2022;pode melhorar;localização, um custo acessível;cama desconfortável, café da manhã sofrível é só abre às 7h, o que impede acesso quanto as saídas mais cedo;6;;;;
19 de junho de 2022;Apenas localização boa;Colchão;Instalações antigas, sem reparos, persiana estragada, ficava com frestas abertas. Bolor nas paredes do banheiro.;7;;;;
14 de junho de 2022;Satisfatório;Ótimo atendimento e localização;;7;;;;
13 de junho de 2022;rápida mas prática;proximidade do aeroporto;nada;8;;;;
8 de junho de 2022;chão pregando !!! da uma impressão nojenta ao pisar !!;localidade;limpeza !;6;;;;
6 de junho de 2022;Custo benefício ok;Os funcionários são SUPER legais, educados e prestativos. A localização é muito boa, é por isso que eu fui pela segunda vez. O café da manhã também é muito bom.;Infelizmente as instalações são muito antigas. Na primeira vez que estive lá tive problemas com uma porta MUITO emperrada e o chuveiro elétrico não funcionava. Dessa vez, uma porta de novo, precisei até trocar de quarto. No segundo apartamento tinha baratas no frigobar e no banheiro.;7;;;;
5 de junho de 2022;boa estadia;localização;café da manhã;7;;;;
5 de junho de 2022;Bom;Localização;Instalações antigas e o elevador precisa de manutenção não tinha iluminação e não ia até o 4 andar;7;;;;
3 de junho de 2022;Bom;Localização;Quartos com aparelhos velhos;7;;;;
28 de maio de 2022;Razoável;Localização, atendimento funcionários.;Falta de água durante hospedagem.;7;;;;
28 de maio de 2022;Muito bom;localização ótimo café da manhã..funcionários sempre muito simpáticos;;8;;;;
22 de maio de 2022;Custo benefício;O Hotel é bem simples e não tem luxo nenhum. Porém, pelo preço não da pra exigir muita coisa! Resumindo: atendeu as expectativas.;;7;;;;
22 de maio de 2022;Bom;Boa localização, café da manhã bem diversificado.;Móveis desgastados, guarda-roupa com fita adesiva.;7;;;;
20 de maio de 2022;Muito bom;Localização e quarto;Travesseiros, ar-condicionado.;8;;;;
19 de maio de 2022;Bom;Boa localização, café da manhã agradável.;móveis desgastados, guarda-roupa com fita adesiva.;7;;;;
16 de maio de 2022;Bom;localização;café da manha muito simples.;7;;;;
15 de maio de 2022;Muito legal;;;;;;;
15 de maio de 2022;A estadia foi tranquila.;Localização excelente.;Internet não funciona.;;;;;
Descarga (banheiro) quase não funciona.;;;;;;;;
"Chuveiro não pega quente.""";7;;;;;;;
10 de maio de 2022;Ótima opção e custo-benefício!;Equipe gentil e muito educada.;O café da manhã poderia ter mais opções.;8;;;;
4 de maio de 2022;HOTEL COM ÓTIMO CUSTO BENEFÍCIO;A hospitalidade dos funcionários é maravilhosa;Podem melhorar o café da manhã;8;;;;
2 de maio de 2022;Razoável;Localização.;Precisa de reformas urgente.;8;;;;
1º de maio de 2022;Muito bom;O tratamento dos funcionários é excelente e o café da manhã é ótimo;A cama de casal era dois colchões de solteiros um ao lado do outro e durante a noite pelo fato de nos movermos as vezes eles de distanciavoam. Além disso a tv não é smart e graças a isto tira um pouco do entretenimento disponível durante a hospedagem;8;;;;
30 de abril de 2022;Bom;Localização perfeita para quem pernoita em REC para pegar outro voo. Perto do aeroporto e da praia.;Hotel é bem antigo.;7;;;;
28 de abril de 2022;Satisfatório;Ótima localização e bom preço. Um hotel antigo, mudou de nome. Mas ainda tem vários vestígios que se misturam nos cômodos. Próximo a Orla, bons restaurantes, hospital, mercado, feira e aeroporto.;O banheiro é antigo, e o do nosso quarto a porta estava ruim. Tem uma maçaneta péssima, daquelas esferas e a porta agarra. O café da manhã é bem simples, poderiam melhorar. Mas gostoso. Mas precisam cuidar dos frios. Dava a sensação q estava passado.;6;;;;
26 de abril de 2022;Bom;O hotel necessita de pequenas reformas;;7;;;;
26 de abril de 2022;Bom;Preço e localização nos fizeram definir pela hospedagem. O café da manhã também foi satisfatório.;O mobiliário do apartamento era mal-cuidado. O rack da TV estava quase se desmontando. Porém, a cama era bastante confortável.;7;;;;
26 de abril de 2022;A estadia foi confortável e tranquila.;Gostei muito da localização do hotel.;O estacionamento ainda é algo que deixa a desejar por ser rotativo, acaba que os hóspedes ficam com receio de perder a vaga rotativa em frente ao hotel.;8;;;;
25 de abril de 2022;ótima;Gostamos muito da gentileza do atendimento dos funcionários, estrutura muito boa.;Internet não funciona direito e a televisão não pegou.;8;;;;
24 de abril de 2022;Bom;Localização ótima, funcionários otimos;Higienizacao do banheiro;7;;;;
22 de abril de 2022;razoavel;localização;uma cama estava com o pé quebrado, ar condicionado antigo, só ventilava.;7;;;;
19 de abril de 2022;Muito trabalho e pouco descaço;Fui muito bem recebido não tenho oq reclamar;Não teve nada a ponto de me aborrecer;8;;;;
18 de abril de 2022;Ótima localização porém o quarto era simples e o ar condicionado não Refrigeracao tao;Localização;Quarto e banheiro muito simples. E o hotel supostamente estava em reforma então tinha muita coisa mal acabada e meu quarto qnd cheguei tava com cheiro forte de tinta porque pareceu que as paredes tinham sido pintadas recenter;8;;;;
18 de abril de 2022;Foi uma maravilha;Otima;;8;;;;
16 de abril de 2022;ótima localização e atendimento!;A localização é muito boa. O atendimento é maravilhoso. O café da manhã é simples, mas bom. O quarto é grande e arejado. O elevador é bom e tem uma musica agradável. As áreas comuns são muito limpas e bem cuidadas.;A limpeza do banheiro deixou a desejar, pois passei 4 dias no hotel e não oi limpo, pia suja...;;;;;
15 de abril de 2022;Satisfatório;O atendimento.;O hotel tem aparelhamento velho;6;;;;
13 de abril de 2022;Boa;Café da manhã ótimo e localização tbm;Os quartos um pouco antigo o banheiro tbm;8;;;;
12 de abril de 2022;Não vale o preço pago.;Staff amigável, tamanho do quarto também era bom.;Ar condicionado faz muito barulho;;;;;
11 de abril de 2022;Simples;Razoável , muito simples não tem muito acreditar .;;6;;;;
7 de abril de 2022;Confortável;Conforto e localização;Café da manhã;8;;;;
5 de abril de 2022;Carece de uma boa gestao;O café é bom. Localização muito boa. Roupa de cama dez;O banheiro : chuveiro com jato fraco sem registro na torneira, pia entupida.;;;;;
TV; o controle não funcionou;;;;;;;
Condicionador de ar barulhento;;;;;;;;
Armário sem cabide;;;;;;;;
Acessibilidade ruim; tem escada pra chegar até o elevador;;;;;;;
"Ps : o hotel está em reforma""";7;;;;;;;
5 de abril de 2022;Razoável;Ótima localização, 2 quarteirões praia, 10 min aeroporto, preço justo.;Wi-fi péssimo, toalhas estavam fedidas.;7;;;;
5 de abril de 2022;.;Localização;Falta de estacionamento, colchão mole. Ar condicionado muito antigo. No primeiro quarto a tv não estava funcionando, reclamamos e foi necessário trocar de quarto.;8;;;;
4 de abril de 2022;Bom;Funcionários atenciosos;Chuveiro, sistema de abertura da porta falhando;7;;;;
4 de abril de 2022;Muito bom;Atendimento, café da manhã e localização Excelentes.;Limpeza do banheiro deixou a desejar;8;;;;
3 de abril de 2022;Satisfatório;Equipe muito prestativa, higienização adequada, excelente café da manhã.;Estrutura predial muito antiga.;6;;;;
3 de abril de 2022;Bom;Equipe de atendimento nota 10;Café com poucas opções;7;;;;
2 de abril de 2022;Custo benefício até que bom;Preço, proximidade do aeroporto, cama confortável.;Achei o café desorganizado. Não tinha guardanapo em todas as mesas, os quentes estavam frios qdo nos servimos.;7;;;;
2 de abril de 2022;boa;localização;;8;;;;
1º de abril de 2022;satisfatória;A localização;o ar condicionado barulhento;8;;;;
29 de março de 2025;Razoável.;Cheiro de mofo quando abre a porta do quarto. Cortina caiu quando fui abrir.;;9;;;;
27 de março de 2025;Fantástico;EXCELENTE O CAFÉ E A LOCALIZAÇÃO.;ESTACIONAMNETO;9;;;;
24 de março de 2025;Decepcionante;De nada;Se você viaja por trabalho não recomendo.;;;;;
Internet ruim nas habitações; TV não pega os canais; conforto a desejar muito na verdade;" o café de manhã pobre e funcionários pouco solícitos. Em fim não tenho intenções de voltar.""";4;;;;
24 de março de 2025;Aceitável;Localização ótima;Café da manhã péssimo, como pode um café da manhã sem ovos, nos 2 dias em que fiquei hospedado;5;;;;
20 de março de 2025;Excepcional;Organização;Nada a declarar;10;;;;
9 de março de 2025;Experimentarei outro em Recife.;Localização boa. Cama boa. Atendente muito cordial.;Água da pia estava com cheiro de esgoto, inutilizável. Tive que comprar água mineral para escovar os dentes. Ar condicionado era de janela. Café da manhã muito básico e com as frutas de pouca qualidade.;3;;;;
9 de março de 2025;Um local para não mais voltar.;A única parte boa a se relatar é a localização em Boa Viagem.;Reservei dois quartos, mesmo chegando pela noite, ambos os quartos ainda não estavam disponíveis. Um deles ainda aconteceu uma situação vexatosa, me deram uma chave/cartão de acesso, porém quando entrei no quarto TINHA HÓSPEDES!!!!! Posteriormente trocaram esse quarto que já estava ocupado por um péssimo, sem nenhuma condições de utilização. Saí com a turma que estava para jantar na expectativa que o outro quarto estivesse disponível e que arrumassem uma solução para o quarto insalubre que me colocaram. Quando voltei, um dos quartos estava pronto, porém fui informado que não seria possível adentrar em outro que haviam me prometido, pois a camareira já havia ido embora. Me colocaram numa quarta opção de quarto (não era o que hospedei primeiro, não era o insalubre que me ofereceram posteriormente e não era a promessa que me fizeram antes de eu sair para jantar). Por fim, consegui dormir nesse na primeira noite e no outro dia fui para meu quarto devido.;;;;;
