data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;;;
10 de julho de 2023;Boa estadia para quem vai passar mais tempo na rua.;O hotel é bem localizado, os funcionários da recepção são bem atenciosos. Conseguimos antecipar o nosso check in em 1h, o que achamos maravilhoso.;O acesso ao estacionamento é um pouco confuso. O quarto é bem pequeno (pelo menos o que ficamos) e os travesseiros são bem desconfortáveis. O café da manhã também poderia ser um pouco mais variado. Poderia ter também uma sanduicheira disponível para os hóspedes utilizarem.;7;;;;;;;;
9 de julho de 2023;Valeu a pena;Café da manhã muito bom, Wi-Fi eficiente, atenção funcionários.;Quarto apertado. Rua alaga com as chuvas;9;;;;;;;;
9 de julho de 2023;Fantástico;Colaboradores da recepção são muito gentis;Eu escorreguei no banheiro perto do restaurante pq o piso estava molhado e não tinha aviso;;;;;;;;;
"Machuquei meu cóccix e estava com tornozelo operado e podia ter me ferido gravemente""";9;;;;;;;;;;;
9 de julho de 2023;Muito bom recomendo.;Ótima localização, funcionários solícitos sempre, muitos elevadores, e o café da manhã melhorou muito pode ter mais opções mais já melhorou.;Os quartos são apertados, e quem conversa do outro lado se falar alto todos escutam. No mais recomendo.;8;;;;;;;;
7 de julho de 2023;Fantástico;Limpeza do quarto, próximo do shopping e do aeroporto;Café da manhã fraco;9;;;;;;;;
4 de julho de 2023;;;;9;;;;;;;;
3 de julho de 2023;Muito bom;Novo e limpo;;8;;;;;;;;
2 de julho de 2023;Razoável;;NO CHECK IN FOI PERCEBIDO QUE EU HAVIA ESQUECIDO DE INCLUIR MINHA FILHA, TODAVIA NÃO QUE O ATENDIMENTO ESTAVA APTO A INDICAR AS MELHORES OPÇÕES.;8;;;;;;;;
2 de julho de 2023;Fantástico;Hotel econômico, porém confortável, atendentes solícitos e instalações novas.;Os travesseiros não são dos melhores e no primeiro dia o banheiro estava com um cheiro desagradável, a comida do café da manhã estava fria.;9;;;;;;;;
1º de julho de 2023;Bom;O quarto é bom, o wifi funcionou bem.;Da localização, pareceu-me um local perigoso. E da comida. No primeiro dia jantei um hambúrguer que estava completamente queimado. E o café da manhã também é bem ruim.;7;;;;;;;;
30 de junho de 2023;Custo benefício muito bom;Tinha tudo que eu precisava;Barulho externo;9;;;;;;;;
30 de junho de 2023;Hospedagem com custo benefício bom .;Hotel muito bom , localização muito boa pertinho de tudo em Boa viagem;O que não gostei foi o alarme que ficava disparando no corredor foi umas 3 vezes ! E o café da manhã muito fraquinho e o estacionamento é pago seria para ser já incluindo na estadia;8;;;;;;;;
30 de junho de 2023;Fantástico;Conforto, limpeza, instalações novas.;Café da manhã com poucas opções.;9;;;;;;;;
29 de junho de 2023;Muito bom;;Café da manhã muito simples e muita demora na reposição das comidas. Fiquei quase que 40 min aguardando reposição.;8;;;;;;;;
18 de junho de 2023;Simples, limpo e confortável.;Hotel bem localizado, novo, limpo. Quarto pequeno mas aconchegante e limpo. Piscina na cobertura aquecida, uma delícia.;Café da manhã poderia ser melhor, muito simples, poucas opções. Não tem secador de cabelo no quarto, o hotel fornece sob disponibilidade o empréstimo que as vezes demora um pouco.;8;;;;;;;;
17 de junho de 2023;Muito bom. Recomendo;O hotel possui academia, piscina, sauna café da manhã e restaurante até às 23:00. Um atendimento muito bom da equipe.;O café pode.melhorar.;9;;;;;;;;
15 de junho de 2023;Muito bom;;café da manhã poucas opções, frutas congeladas, queijo e presunto congelados, pegadores não funcionavam nenhum …;8;;;;;;;;
14 de junho de 2023;Um bom hotel.;Gosto do hotel, da limpeza, da atenção dos funcionários, da localização e da relação custo / benefício.;Falta, na minha opinião, mais canais da chamada TV fechada. Por exemplo Globo News, Curta, Arte 1 etc e canais de música. A maioria dos canais são da TV aberta.;9;;;;;;;;
13 de junho de 2023;Bom;Prédio novo com boas instalações;Café da manhã com pouca variedade.;7;;;;;;;;
12 de junho de 2023;Muito bom;Localização;O atendimento no restaurante e o café da manhã;8;;;;;;;;
11 de junho de 2023;Fantástico;O quarto é muito confortável e amplo, o cafe da manhã no fds tem horário estendido e o hotel dispoe de um minimercado e de estacionamento pago à parte.;;9;;;;;;;;
9 de junho de 2023;Muito bom;Da localização;Muito barulho de hóspedes trafegando pelo corredor às 6 hs da manhã. Hóspedes sem educação, conversando alto e arrastando malas com rodinha pelo corredor.;8;;;;;;;;
8 de junho de 2023;Bom, mas o atendimento deixa a desejar.;Gostei muito da estrutura e do café da manhã. A vista da área da piscina é linda!;Tive que solicitar 4x para conseguir cobertas e ainda acabei passando a primeira noite sem. Só no segundo dia me entregaram (quando solicitei na recepção novamente).;;;;;;;;;
Aliás;" custa nada deixar coberta já no quarto. Ainda que a região seja quente...""";8;;;;;;;;;;
5 de junho de 2023;muito bom;hotel bem localizado e bem cuidado;;8;;;;;;;;
5 de junho de 2023;Ótimo custo benefício.;quarto quase que padrao Ibis, pequeno porem bem organizado e tudo estava novinho. ;;;;;;;;;;
café da.manha com boas opções ;;;;;;;;;;;;
"visual da piscina é lindo""";eu tenho 1,81 de altura a cama eu achei meio pequena, ponta dos pés ficou pra fora.;8;;;;;;;;;;
5 de junho de 2023;Vale a pena;Localização. O funcionário Simon, da recepção, é um diferencial que você não encontra em nenhum outro local: educado, gentil e extremamente prestativo.;O espaço entrea TV e a cama é estreito demais, provocando esbarrões desnecessários.;;;;;;;;;
Fui recebida por uma funcionária na recepção que seria melhor se fosse substituída por um robô... mal educada e nada atenciosa. Mas;" os demais funcionários são excelentes.""";9;;;;;;;;;;
5 de junho de 2023;Muito bom;Custo-benefício, o hotel bastante confortável e que vale o preço cobrado;Poderiam investir no serviço de room service 24h, como também em mensageiro. O que eu não gostei foi quando eu cheguei fiquei parado com o carro na frente do motorista e nem ele nem ninguém veio me atender, pra ao menos dizer onde poderia deixar o carro;8;;;;;;;;
1º de junho de 2023;Suficiente, mas não excepcional, atendeu ao propósito de hospedagem rápida.;O fato de ter chegado bem tarde no hotel e conseguir fazer um check-in foi bom, não tinha previsão de hospedagem, de última hora acessei o app e fiz a reserva, cheguei no hotel quase 22h e fui super bem atendida na recepção.;O quarto não tem bom isolamento acústico, ouvi bastante barulho do próprio hotel e da rua.;;;;;;;;;
O café da manhã deveria ser mais variado;" como os tradicionais cafés nordestinos tão conhecidos.""";8;;;;;;;;;;
30 de maio de 2023;Fantástico;Do atendimento e da limpeza.;Do tamanho do quarto;9;;;;;;;;
29 de maio de 2023;Um hotel prático, novo e com um bom custo benefício;Hotel novo, limpo e organizado;A garagem é um tanto confusa e seu acesso confunde.;9;;;;;;;;
29 de maio de 2023;Bom;;café da manhã;7;;;;;;;;
29 de maio de 2023;agradável;o quarto que ficamos dessa vez era melhor;o café da manhã desta vez foi um pouquinho mais fraco;8;;;;;;;;
28 de maio de 2023;Entre Razoável e boa.;Atendimento, limpeza, localização, custo-beneficio.;Cama de solteiro pequena pra pessoa com mais de 1,90 m. Quarto muito pequeno, a Tv fuca praticamente encima da cama. Café da manhã com poucas opções, para o nível do hotel, darai para melhorar um pouco mais.;7;;;;;;;;
27 de maio de 2023;Fantástico;Limpeza, localização;Café poderia ser melhor;9;;;;;;;;
27 de maio de 2023;Bom;Vista do quarto, área da piscina, funcionários da recepção;O pior café da manhã que já consumi em hotel, tanto em variedade, como em qualidade do que é oferecido. Ainda tentei novamente o restaurante na hora do almoço, a comida era ruim e cara. Tem opções muito melhores em boa viagem.;7;;;;;;;;
27 de maio de 2023;A estadia foi boa.;Localização e Limpeza.;Café da manhã poderia ser melhor.;8;;;;;;;;
25 de maio de 2023;Fantástico;Tudo bem novo ;;;;;;;;;;
"Excelente localização""";;9;;;;;;;;;;
25 de maio de 2023;Fantástico;Tudo;Não é que não gostei, mas poderia ser melhor o café da manhã.;9;;;;;;;;
24 de maio de 2023;Boa;Cama super confortável;Café da manhã super simples;8;;;;;;;;
22 de maio de 2023;ótima opção! quartos confortáveis!;cama, banheiro, chuveiro, ar condicionado, internet, tudo perfeito.;academia bem limitada e café da manhã poderia ser mais variado.;8;;;;;;;;
22 de maio de 2023;Boa hospedagem;Limpeza, piscina, cordialidade dos funcionários.;Café da manhã com poucas opções, precisam agilizar mais o sistema de cartões dos quartos.;9;;;;;;;;
18 de maio de 2023;Boa estadia;localização, e ter academia.;o cafe da manha poderia ser melhor.;9;;;;;;;;
15 de maio de 2023;Ótimo custo benefício;Conforto do quarto muito bom;O café da manhã poderia ter mais opções;8;;;;;;;;
14 de maio de 2023;Para trabalhar;Apartamento feito para quem vai trabalhar, sem acompanhante.;Um pouco longe da praia. Algo em torno de 600m;8;;;;;;;;
14 de maio de 2023;Muito bom;#NOME?;;;;;;;;;;
11 de maio de 2023;Fantástico;Conforto e localização;;9;;;;;;;;
11 de maio de 2023;boa localização mas sem conforto;localização;cama pequena sem muito conforto. pessimos travesseiros. café da manhã horrível;7;;;;;;;;
11 de maio de 2023;hotel novo, o que é raro em Refice;equipamento novo;garagem confusa;8;;;;;;;;
10 de maio de 2023;Muito bom;Hotel estilo Ibis para viajantes que utilizam o hotel somente para dormir.;;;;;;;;;;
"Próximo ao aeroporto e com restaurantes e lojas na redondeza""";;8;;;;;;;;;;
9 de maio de 2023;Muito bom;Café com pouca variedade, porém, muito bom. Localização hotel ótima, próximo shopping, aeroporto e praia.;Cheiro cigarro no quarto.;8;;;;;;;;
9 de maio de 2023;Muito bom;;Café da manhã;8;;;;;;;;
8 de maio de 2023;Vale a pena pra quem quer somente descansar, mas não espera muito do café da manhã.;Gostei da limpeza, do tamanho da cama, o quarto é novo, os móveis são novos. Uma coisa que reparo;o quarto é um pouco apertado, mas é aconchegante. O café da manhã deixou muito a desejar, poucas opções, o que foi servido não estava bom.;7;;;;;;;;
4 de maio de 2023;econômica;quarto limpo;;;;;;;;;;
"e confortável""";ar condicionado mal posicionado : joga o ar em cima da cama;8;;;;;;;;;;
4 de maio de 2023;Bom;Localização, atendimento;Ar condicionado posicionado em frente à cama, aliado ao fato de o quarto ser pequeno, faz com q o vento incida direto na pessoa deitada, tornando a situação desconfortável.;7;;;;;;;;
4 de maio de 2023;Muito bom;Da localização;Staff desorganizado. Falta de melhor controle das informações sobre reserva.;8;;;;;;;;
3 de maio de 2023;Hotel ótimo para viagens a negócios.;Hotel novo, localizado bem próximo do Shopping Center Recife, a menos de 500m. Café da manhã relativamente variado e saboroso. Equipe de atendimento gentil e atenciosa. Para uma viagem a trabalho, achei excelente!;Para o padrão do hotel, tudo me pareceu adequado.;9;;;;;;;;
2 de maio de 2023;Satisfatória mas poderia ser melhor.;Gostei da localização, limpeza e conforto.;Infelizmente quando chegamos tivemos problemas em nos acomodar. Primeiro nos colocaram em um quarto que já tinha um hospede o que causou mal estar pois ao entrarmos no quarto o mesmo estava deitado na cama. Depois a demora em nos colocar em um novo quarto foi grande e um funcionário da recepção deu a entender que nos fomos os culpados. Graças a funcionária Lucia (que acredito ser a surpevisora dos quartos) que nos atendeu prontamente conseguimos o quarto. Na primeira noite não conseguimos mais travesseiros o que nos fez dormir mal. A tv não tinha a rede Globo disponível.;7;;;;;;;;
2 de maio de 2023;regular;limpeza;quarto pequeno;8;;;;;;;;
2 de maio de 2023;Hotel bom, mas funcionários ruins;O café da manhã era muito bom e diverso, a localização do hotel é muito boa e de fácil deslocamento para o restante da cidade.;Tive um problema chato com a equipe do hotel. No dia do check-in me deram a chave de um apartamento e registraram que eu estava em outro. Não consegui acessar o wi-fi, quando fui na recepção me informaram que tinham me registrado em outro quarto, diferente do que eu realmente estava, mas que iriam corrigir. No outro dia solicitei a recepção acesso ao estacionamento e novamente me informaram que eu não estava registrado no quarto em que eu estava, ou seja, não corrigiram no sistema. Porém dessa vez a recepcionista foi muito arrogante, disse que era impossível, que eu nem estava hospedado no hotel, foi uma situação bem humilhante. Depois que foram analisar, viram que realmente não tinham ajustado no sistema em qual quarto eu estava. Não recebi nenhum pedido de desculpas pelo inconveniente do erro do hotel. Então eu recomento a quem for a esse hotel guardar todos os comprovantes de reserva e de pagamentos, para não passar pela mesma humilhação que eu passei.;7;;;;;;;;
2 de maio de 2023;Muito bom;Equipe excelente.;;8;;;;;;;;
1º de maio de 2023;Bom;localização e bom café da manhã.;o barulho interno, o hotel tem isolamento acústico para rua mas não tem isolamento interno, se ouve até a conversa do quarto do lado.;7;;;;;;;;
1º de maio de 2023;Muito bom;LOCALIZAÇÃO: próximo da orla de Boa Viagem, Shopping Recife, etc. FUNCIONÁRIOS: simpáticos, prestativos e atenciosos. LIMPEZA: dependências sempre muito limpas.;CAFÉ DA MANHÃ básico. Falta opções!!!;8;;;;;;;;
1º de maio de 2023;Muito bom;Atendimento, todas as pessoas muito gentis e prestativas.;Não tinha cofre, acho que faz falta.;8;;;;;;;;
1º de maio de 2023;Bem localizado e limpo;limpo e bem localizado;cama de casal pequena;8;;;;;;;;
30 de abril de 2023;Fantástico;Localização, Estrutura e Funcionários;Nada declarar;9;;;;;;;;
30 de abril de 2023;Muito bom;Localização, custo benefício e funcionários excelentes.;acesso a garagem com malas é um pouco complicado, o local que é servido o café da manhã é pequeno para a quantidade de hóspedes.;8;;;;;;;;
30 de abril de 2023;Bom;;café da manhã;7;;;;;;;;
30 de abril de 2023;Fantástico;Localização;;9;;;;;;;;
30 de abril de 2023;boa;limpeza e adaptação para cadeirante;quarto pequeno;7;;;;;;;;
28 de abril de 2023;Limpeza excelente e banho ótimo, perfeito para quem estiver com pouca bagagem e ficar poucos dias;Atendimento bom, quarto bem decorado, banheiro grande e banho super bom.;Quarto muito pequeno, mal dava para abrir a mala que era grande.;;;;;;;;;
O ar-condicionado estava posicionado bem de frente para a cama; ou seja; para quem não gosta de ar-condicionado;;;;;;;;;;
como eu; o vento estava indo bem na cara incomodava bastante. Praticamente não deu para usar apesar do calor.;;;;;;;;;;;
;;;;;;;;;;;;
"Café da manhã satisfatório. O pessoal da cozinha precisa ter mais cuidado para não fazer uma piscina de ovo mexido. É um problema comum a quase todos os restaurantes de hotéis.""";7;;;;;;;;;;;
27 de abril de 2023;Um hotel bom;Bem localizado, restaurante bom ,para o padrão do hotel e pessoal atencioso.;Quase nenhum canal a cabo disponível e banheiro perigoso porque o box é pequeno e não tem onde se apoiar (segurar) .;7;;;;;;;;
