data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;;;;
13 de fevereiro de 2023;Boa experiência, mas se você gosta de banho quente, esse hotel não é pra você.;Localização - Café da Manhã - Staff;Falta de água quente no chuveiro;8;;;;;;;;;
13 de fevereiro de 2023;No geral foi boa, nada para reclamar.;sim, gostei por conta da localização e funcionários;o quarto um pouco defasado, móveis e banheiros velhos, e a iluminação baixa demais.;9;;;;;;;;;
12 de fevereiro de 2023;Muito bom, mas muito aquém dos demais Grand mercures.;Quando chegamos, levamos um pequeno susto pela recepção do hotel: muito velho, antigo, detonado mesmo, mas logo percebemos q está em reformas. Escolhemos os quartos reformados nos andares superiores, ficamos na suíte frente mar com sala anexa, muito confortável, espaçosa, bem decorada. Roupa de cama excelente, chuveiro bom, vista espetacular. Café da manhã bom, mas aquém dos demais Grand Mercures (categoria superior da Accor).;localização espetacular e conforto dos quartos reformados (andares superiores). Ambiente do café da manhã, piscina muito ruins (antigos, sujos), mas estão sendo reformados. Elevadores não dão conta nos horários de maior movimento.;8;;;;;;;;;
11 de fevereiro de 2023;Aconchegante;Cafe da manhã, camas, vista, substituição rápida da tv que não funcionava, amenidades do frigobar, tamanho do quarto, area de lazer;O banheiro é daqueles mais antigos com banheira no box e o chuveiro dentro da banheira, mas acredito que alguns quartos já estão reformados e vc pode escolher na reserva;9;;;;;;;;;
10 de fevereiro de 2023;no conjunto da obra foi bom;localização excelente;Café da manhã;8;;;;;;;;;
7 de fevereiro de 2023;Fantástico;Localização excelente,café excelente;Precisando manutenção nos banheiros;9;;;;;;;;;
6 de fevereiro de 2023;Frequentamos o hotel a cerca de 20 anos. A nossa escolha tem sido principalmente pela localização.;Localização;O café da manhã precisa voltar a qualidade de uns anos atrás.;8;;;;;;;;;
6 de fevereiro de 2023;boa;habitação reformada e bom espaço, banheiro equipado e espaçoso;;8;;;;;;;;;
5 de fevereiro de 2023;Muito bom;Boa localização acomodações satisfatórias custo benefício muito bom;Tudo dentro do esperado;8;;;;;;;;;
5 de fevereiro de 2023;Normal;Da equipe, do café da manhã, da localização;Do barulho. O quarto era ao lado do elevador. Barulho o dia todo, principalmente durante a madrugada;8;;;;;;;;;
5 de fevereiro de 2023;Melhor localização de Recife;Hotel com a melhor localização de Recife, bem no meio dos corais, onde podemos tomar banho de mar sem medo dos tubarões, qdo a maré estava baixa;;;;;;;;;;;
;;;;;;;;;;;;;
Frigobar excelente; chuveiro TOP e cama ótima ;;;;;;;;;;;;
;;;;;;;;;;;;;
Funcionários muito educados; solícitos e educados ;;;;;;;;;;;;
;;;;;;;;;;;;;
"Pode se ir a pé na feirinha da boa viagem e mercado próximo….""";o Hotel está em reforma, mas nosso quarto as cortinas estavam rasgadas, acento do vaso ruim e móveis com aspecto antigo, mas vão melhorar…;;;;;;;;;;;;
;;;;;;;;;;;;;
"Restaurante com valor elevado para a região …""";7;;;;;;;;;;;;
4 de fevereiro de 2023;muito boa, simpatia dos funcionários e café da manhã muito bom;localização e funcionários;do box do banheiro, molha o chão do banheiro todo;8;;;;;;;;;
2 de fevereiro de 2023;Bom;Localização maravilhosa, a vista do nosso quarto era tão maravilhosa que os pequenos defeitos do quarto ficaram desapercebidos. Funcionárias da recepção muito atenciosas. Café da manhã maravilhoso ;;;;;;;;;;;
Sei que o hotel está em reparos ; por isso;" vou avaliar como bom pra +. Voltaria ao hotel novamente.""";;7;;;;;;;;;
31 de janeiro de 2023;Satisfatória;O café da manhã foi muito muito bom. A localização excelente.;O hotel é um pouco velho e o quarto também. Poderia ser reformado, mas não compromete.;8;;;;;;;;;
30 de janeiro de 2023;Estadia Grand Mercury - Recife PE;Localização excelente, na praia de Boa viagem.;;;;;;;;;;;
"Atendimento dos funcionarios""";Instalações precisando de manutenção, principalmente na área do Bar/piscina.;;;;;;;;;;;;
"Diária muito cara.""";8;;;;;;;;;;;;
29 de janeiro de 2023;Muito bom;;Chegamos de carro particular e malas e não apareceu ninguém para conduzi-las ao quarto.;;;;;;;;;;
Tivemos que carregar nas mãos 4 malas na entrada e na saída.;;;;;;;;;;;;;
"Não condiz com o padrão esperado.""";8;;;;;;;;;;;;
28 de janeiro de 2023;Satisfatório.;O quarto é espaçoso. O café da manhã estava muito gostoso! Chuveiro muito bom.;O hotel está muito antigo e deixa transparecer, mas pelo que vi está passando por reformas.;8;;;;;;;;;
27 de janeiro de 2023;Muito bom;Pequeno almoço óptimo;;;;;;;;;;;
Quarto muito amplo;;;;;;;;;;;;;
"Cama e almofadas excelentes""";O SPA não estar a funcionar;;;;;;;;;;;;
"Alguma degradação e falta de manutenção""";8;;;;;;;;;;;;
26 de janeiro de 2023;LOCALIZAÇÃO E CUSTO BENEFICIO;Localização e atendimento, café atende ao nível do hotel, mas foi bom;O quarto é bem grande, mas tem um pilar quase em frente a TV, pode ser melhorada disposição para evitar este problema.;7;;;;;;;;;
26 de janeiro de 2023;razoavel gracas a vista maravilhosa;bem localizado o apartamento tinha uma vista maravilhosa;o banheiro com vazamento… a louca muito velha o chuveiro nao ajustava a temperatura direito;7;;;;;;;;;
26 de janeiro de 2023;Hotel com excelente custo benefício;Ótima localizaçao, a praia em frente é maravilhosa. Quarto de frente para o mar, café da manha excepcional com muita variedade e diversificação durante os dias da semana Ótimo para famílias. Limpeza e qualidade das toalhas de banho. Tamanho do quarto é enorme, camas e travesseiros confortáveis e grandes.;Custo do restaurante e bar um pouco elevado e pouca variedade, mas, tem ótimas opcões nas proximidades para almoço e jantar e não chega a ser um problema. Passeios de turismo oferecido pela Martur foram uma decepção, vale mais a pena alugar um carro e rodar a região.;9;;;;;;;;;
24 de janeiro de 2023;CURTA MAS SATISFATÓRIA;;ACADEMIA , PEQUENA E APERTADA.;7;;;;;;;;;
23 de janeiro de 2023;Muito bom;hotel antigo apesar que estão reformando;;8;;;;;;;;;
22 de janeiro de 2023;Fantástico;Vista maravilhosa, apartamento grande e limpo, café da manhã bom, restaurante ótimo!;;9;;;;;;;;;
21 de janeiro de 2023;Fantástico;Localização;Internet;9;;;;;;;;;
20 de janeiro de 2023;Muito bom;Café da manhã maravilhoso.;;;;;;;;;;;
"Funcionários atenciosos.""";Poucas tomadas no quarto.;;;;;;;;;;;;
No quarto não havia lâmpada no teto do quarto; somente um abajur.;;;;;;;;;;;;
No corredor havia muitas goteiras; que provavelmente eram do ar condicionado central;" mas que acredito que será resolvido com a reforma.""";8;;;;;;;;;;
20 de janeiro de 2023;Recomendo;Quarto super espaçoso, café da manhã com muitas opções e funcionários super educados.;O banheiro do quarto que fiquei era antigo, então estava com problemas pontuais de vazamento.;9;;;;;;;;;
18 de janeiro de 2023;Boa, mas com uma surpresinha de chegada que desmotiva;a vista é bonita, o café da manha é muito bom, o serviço de garagem/estacionamento é bom, o quarto tem boa dimensão;Foi acertado que eu poderia levar meu filho de 4 anos sem pagamento. ;;;;;;;;;;
Chegou no check in tivemos que pagar 80 reais por dia para colocarem uma cama no quarto. ;;;;;;;;;;;;;
Problema de especificação do BOOKING ou do Hotel?;;;;;;;;;;;;;
"Falei com uma portuguesa por telefone da BOOKING. Ela não sabia responder e nem resolver.""";7;;;;;;;;;;;;
17 de janeiro de 2023;Fantástico;A gentileza e educação dos funcionários, principalmente Vitor da governança, Allan e Charles do restaurante. um grande diferencial.;;9;;;;;;;;;
14 de janeiro de 2023;Recomendo.;Localização.;Precisa de melhorias.;9;;;;;;;;;
14 de janeiro de 2023;Férias 2023;Café da manhã ;;;;;;;;;;;
Boa localização ;;;;;;;;;;;;;
"Atendimento humanizado""";Preço elevado ;;;;;;;;;;;;
Elevador em manutenção (1 deles);;;;;;;;;;;;;
"Piscina muito pequena.""";8;;;;;;;;;;;;
12 de janeiro de 2023;Vale a pena o Hotel.;O rapaz que faz as omeletes e as tapiocas é super, hiper, mega profissional e educado. ;;;;;;;;;;;
A recepção é bastante prestativa. ;;;;;;;;;;;;;
Enfim;" profissionais nota 10.""";;8;;;;;;;;;;
11 de janeiro de 2023;Não achei que compensa, tem hotéis muito melhores.;localização;Falta conforto, pedimos serviço de quarto (alimentacao) demorou muito, veio frio e errado, foi informado o erro e ignorado.;7;;;;;;;;;
10 de janeiro de 2023;Ótima localização!;Quarto com vista muito linda. Hotel em localização privilegiada, perto de vários restaurantes e em frente à melhor área da praia de Boa Viagem. TV à cabo com vários canais. Limpeza boa. Cama e travesseiros confortáveis. Café da manhã excelente.;Não há isolamento acústico entre os quartos, você ouve os hóspedes caminhando à noite, o que atrapalha muito o sono. Wi-Fi não funciona bem. Banheiro escuro. Piscina pequena e com água fria.;7;;;;;;;;;
9 de janeiro de 2023;Muito boa;Quarto amplo;;;;;;;;;;;
Limpeza ;;;;;;;;;;;;;
"vista para o Mar""";Instalações antigas ;;;;;;;;;;;;
"poucas tomadas""";9;;;;;;;;;;;;
5 de janeiro de 2023;Muito bom;O atendimento foi excepcional. Todos muito atenciosos e solícitos.;Do vazamento no banheiro e da infiltração de água nos quartos após a chuva.;8;;;;;;;;;
5 de janeiro de 2023;Ótimo custo benefício;localização , limpeza e café da manhã;estacionamento na rua e pago;9;;;;;;;;;
4 de janeiro de 2023;A limpeza do quarto horrível. Tive que fazer algumas vezes para poder utilizar, principalmente o ban;Estrutura do hotel;Limpeza péssima;7;;;;;;;;;
3 de janeiro de 2023;Bom;;MTO BARULHO POR PARTE DOS HOSPEDES O DIA INTEIRO, PRINCIPALMENTE A NOITE E NA MADRUGADA....SEGIRO QUE O HOTEL ORIENTE SEUS HOSPEDES E PONHA CARTEZES SOLICITANDO SOLIENCIO PARA O MELHOR CONFORTO DE TODOS;7;;;;;;;;;
2 de janeiro de 2023;Boa Estada;A localização é ótima. Bastante agradável. Além do mais, fica perto de excelentes restaurantes. Inclusive, o restaurante do hotel é excelente, com um excelente cardápio.;O hotel tem que acabar urgentemente a reforma iniciada, inclusive a revitalização dos quartos.;8;;;;;;;;;
2 de janeiro de 2023;Ótima opção em Recife;Utilizei o hotel por apenas uma noite. Bem localizado, vista maravilhosa. Café da manhã bem servido.;Observar apenas que o estacionamento é terceirizado e pago a parte;9;;;;;;;;;
1º de janeiro de 2023;Muito bom;Localização do hotel;Serviço de limpeza do quarto. Toalhas velhas cama estreita e colchão com pouca densidade, falta de conforto;8;;;;;;;;;
29 de dezembro de 2022;Muito bom;Piscina e localização;Colocamos placa para limpeza de manhã e ao voltarmos à tarde não havia sido realizada;;;;;;;;;;
;;;;;;;;;;;;;
"Faltou uma jarra com água para os hóspedes nos quartos""";8;;;;;;;;;;;;
28 de dezembro de 2022;A localização, funcionários e serviços são formidáveis.;Gostamos do atendimento de todos os funcionários, do café da manhã - maravilhoso com um chef a nossa disposição - piscina e área de lazer.;O Wi-Fi deixava a desejar, ou era lento ou não pegava direito;;;;;;;;;;
28 de dezembro de 2022;Agradável;Café da manhã com boa variedade, ótima localização.;No nosso quarto não tinham lâmpadas principais, apenas do hall de entrada, banheiro e as luzes de cabeceira, bem fracas.;9;;;;;;;;;
27 de dezembro de 2022;Ótima;O hotel superou nossas expectativas, quarto confortável e aconchegante. Além disso, café da manhã delicioso e com diversas opções. E, Por fim, serviço de boa qualidade.;Hotel apresenta equipamentos antigos.;8;;;;;;;;;
27 de dezembro de 2022;Muito bom;Localização;Valor da diária por estar a trabalho.;9;;;;;;;;;
25 de dezembro de 2022;Fantástico;Localização e conforto;Cardápio do resraurante;9;;;;;;;;;
24 de dezembro de 2022;Bom;banheiro café da manhã;colchão não era bom;7;;;;;;;;;
21 de dezembro de 2022;excelenta!;Ja foi melhor!;O atraso nas obras no hall;8;;;;;;;;;
20 de dezembro de 2022;Localização é show!!!;Vista do quarto espetacular!;;;;;;;;;;;
Quarto limpo e com excelentes produtos ;;;;;;;;;;;;;
"Excelente qualidade da TV a cabo""";Controle de temperatura do quarto!;;;;;;;;;;;;
Regulagem não funcionava;" temperatura em torno de 22 graus no quarto""";7;;;;;;;;;;;
20 de dezembro de 2022;Podia ser melhor;Localização, simpatia;TVs antigas. Poucas tomadas;7;;;;;;;;;
19 de dezembro de 2022;Apesar de antigo, o quarto era confortável.;O tamanho.;O apto era bem antigo.;8;;;;;;;;;
18 de dezembro de 2022;Ótima estadia e uma localização perfeita.;localização, um bom café da manhã e funcionários gentis.;;8;;;;;;;;;
18 de dezembro de 2022;Ótima opção de hospedagem no Recife.;Localização, quarto e café da manhã.;;9;;;;;;;;;
17 de dezembro de 2022;Ótima localização, mas não é hotel de quatro estrelas;Quarto espaçoso e a vista para praia;O hotel está sendo reformado: os colchões, parte da;;;;;;;;;;
"mobília e o banheiro ainda com aspectos antigos""";7;;;;;;;;;;;;
15 de dezembro de 2022;Lugar lindo.;A localização na Boa Viagem é ótima, a praia nesta parte é muito boa. O café da manhã estava muito bom.;O atendimento na piscina um tanto lento, pode melhorar.;8;;;;;;;;;
14 de dezembro de 2022;Muito bom;Hotel suntuoso, boa localização, apesar da reforma em andamento, não atrapalhou o fluxo.;Vamos la...estacionamento...é terceirizado, então se paga por ele, caro já que o carro fica exposto ao sol. Quem for de carro, não tem opção.;;;;;;;;;;
Limpeza dos utensílios; não encontrei uma nem duas; várias xícaras não bem lavadas...isso não é admissível em um hotel do padrão do Grand Mercure;" o banheiro tb...observei crostas no box do banheiro e muito vazamento...""";8;;;;;;;;;
14 de dezembro de 2022;TOP;QUARTO REFORMADO EXCELENTE !!;GOSTEI MUITO DE TUDO !!;9;;;;;;;;;
13 de dezembro de 2022;Bom;A localização, fica mesmo em frente à praia;Os quartos. Vale a pena escolher os quartos renovados e não os standard.;7;;;;;;;;;
12 de dezembro de 2022;Fantástico;Localização;Hotel em reforma;9;;;;;;;;;
12 de dezembro de 2022;Valeu demais.;Gostei da localização, atendimento, pessoal muito solícito, facilidade de restaurante.;Podem melhorar a variedade de pratos no restaurante. Grelhados de frango e peixe, por exemplo. A comida não é ideal para idosos, tem muito queijo (tanto na massa como no risoto de camarão, embora saborosos).;9;;;;;;;;;
10 de dezembro de 2022;Muito bom;Atendimento dos funcionários muito bom, além de ser em ótima localização.;Por se tratar de um Mercure, o quarto é bastante simples, sem muito conforto.;8;;;;;;;;;
8 de dezembro de 2022;só pra passar uma noite;cama;achei o quarto velho;7;;;;;;;;;
6 de dezembro de 2022;Acima das expectativas;Localização excelente, equipe toda muito atenciosa, quarto extremamente limpo.;;;;;;;;;;;
Fiquei num dos novos quartos renovados; em frente à praia. Destaques: quarto muito espaçoso; cama excepcional; toalhas muito boas;" uma vista incrível.""";Parte do hotel está em reforma, o que é uma questão de tempo para ser resolvido.;;;;;;;;
