data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;
28 de novembro de 2023;Excepcional;O atendimento, o conforto e a localização. Fomos extremamente bem recebidos. Um dos melhores atendimentos que já recebemos. As comodidades eram maravilhosas também. Quarto maravilhoso em termos de conforto e limpeza.;O quarto era no térreo, acabamos ficando sem vista nenhuma. A vista dava para dentro do hotel.;10;;;;
27 de novembro de 2023;Confortável, hotel bacana;Confortável;Caro;8;;;;
27 de novembro de 2023;Agradável e confortável.;Café da manhã variado, saboroso, pontual ao agendamento feito. Funcionários muito educados e disponíveis a ajudar.;O café da manhã poderia haver mais opções para pessoas com restrição de alimentação, como intolerância à lactose. ;;;;;
"No quarto faltou um espelho de corpo todo.""";9;;;;;;;
27 de novembro de 2023;Muito bom;Hotel bom com funcionários prestativos e educados.;;;;;;
Por estarmos comemorando aniversário de casamento; nos presentearam com um upgrade de quarto.;;;;;;;
Café da manhã variado e servido no quarto; no horário que você agendar na recepção.;;;;;;;
O estacionamento é pago;" mas há manobrista e carrinho de malas a disposição dos hóspedes.""";Não há toalha de rosto.;8;;;;;
26 de novembro de 2023;Local ideial para quem vai à trabalho! Atendimento fantástico dos funcionários da recepção;Localização e atendimento!;;9;;;;
26 de novembro de 2023;Excepcional;Muito bem atendida, quarto grande e confortável. Superou as minhas expectativas e voltaria novamente.;;10;;;;
25 de novembro de 2023;Ótima localização e muito conforto;Fiz questão de fazer essa avaliação, pq foi realmente uma boa experiência… hotel bonito, bem localizado, novo, quarto bom, banheiro bom e funcionários muito bons.;Gostei de tudo;10;;;;
23 de novembro de 2023;Ótima localização e conforto do quarto;O hotel é muito bem localizado, e os apartamentos premium são amplos e possuem camas muito confortáveis.;Café da manhã ser no quarto;8;;;;
22 de novembro de 2023;Fantástico;a localização do hotel e o atendimento da equipe. Todos foram solícitos e prestativos. Orientações e informações claras foram fornecidas durante o check in. Agua e bolo de rolo foram entregues pela equipe.;opções mais variadas de café da manhã.;9;;;;
19 de novembro de 2023;Atendimento incrível e localização excepcional;O primeiro destaque vai para a disponibilidade e educação de todos que trabalham aí. Sempre dispostos a ajudar e a dar dicas honestas sobre a cidade. Outro ponto forte é a localização, perto dos principais pontos da cidade, inclusive do aeroporto. Praticamente tudo que você precisar estará acessível a poucos minutos de carro ou mesmo a pé. O quarto é confortável e contém tudo o que se espera do preço cobrado.;A minha estadia foi excelente, mas há alguns pontos que merecem observação. Acredito que poderiam investir mais no café da manhã, pois, apesar de completo, conta com muitos itens industrializados e não há muita liberdade de escolha. Acredito que a situação melhore após inaugurarem o restaurante (o local estava em obras quando fui). Outra questão é o próprio quarto, que possuía uma televisão com imagem bem ruim e não era smart (ou pelo menos não consegui ativar a função), e o ar condicionado passou a noite pingando água no meio do quarto, mas como eu já estava de saída, tal fato não chegou a incomodar, porém relatei o problema na recepção durante o check-out para resolverem antes de disponibilizarem ao próximo hóspede. Por fim, tem o fato de que o telefone do local se encontra ocupado/indisponível a maior parte do tempo, e isso aconteceu quando liguei antes da estadia, para buscar informações sobre a reserva, e também quando já estava hospedado.;10;;;;
18 de novembro de 2023;Tudo top!;Estrutura, atendimento e localização!;Nada a falar.;10;;;;
18 de novembro de 2023;Fantástico;Adorei a estadia no fity hotel, quartos espaçosos, cama king, banheiro limpo e chuveiro delicioso, proporcionou um banho relaxante e uma excelente noite de descanso. O café da manhã foi servido no quarto e achei bem variado, com opções de frutas, proteínas, café e suco. A localização também ótima, fica perto da orla da Praia de Boa Viagem, e a noite fomos a pé até o Bar do Cuscuz, uma excelente opção para curtir a noite. Os funcionários nos recepcionaram muito bem.;O frigobar de todos os quartos que reservei (4 quartos) não gelava, colocamos água e outras bebidas e ficaram quentes, como ficamos por apenas uma noite não pedi para resolverem, mas acredito que se tivesse pedido com certeza resolveriam.;9;;;;
16 de novembro de 2023;Excepcional;Localização.;Nada.;10;;;;
15 de novembro de 2023;Ótima;Equipe excelente, acomodações limpas e confortáveis.;Área de circulação do hotel é muito apertada.;8;;;;
14 de novembro de 2023;Muito bom;Recepcionaram bem a minha família. Entregaram um bom café da manhã no quarto no horário combinado.;Não tive experiências ruins com a acomodação.;8;;;;
14 de novembro de 2023;Ótimo custo-benefício;Moderno, bem localizado, ótimo custo-benefício.;;8;;;;
13 de novembro de 2023;Muito bom;Conforto da cama;Estacionamento;8;;;;
13 de novembro de 2023;Excelente;Atendimento e conforto. Tudo novo é muito limpo;Estavam em reforma, então o café da manhã foi servido no quarto.;10;;;;
12 de novembro de 2023;Muito bom;Não gostei do café da manhã. Soube que vai haver um Restaurante. Acredito que será muito melhor do que no quarto.;;8;;;;
12 de novembro de 2023;Fantástico;Bom café da manhã. Ótima localização;;9;;;;
10 de novembro de 2023;Ótimo hotel, equipe prestativa, boa localização.;Atendimento, conforto.;;10;;;;
9 de novembro de 2023;Excepcional;Localização, limpeza e hospitalidade;;10;;;;
8 de novembro de 2023;Proposta do pequeno hotel é legal e simpático.;Quarto amplo e confortável;Não tem café da manhã incluso na tarifa, tem que pagar por fora e não tem restaurante.;10;;;;
7 de novembro de 2023;Muito bom;Cama boa, banheiro bom;cafe da manha no quarto;8;;;;
5 de novembro de 2023;Foi tudo ótimo;Café da manhã, limpeza, conforto;Nada;9;;;;
5 de novembro de 2023;Fantástico;Boa Localização, quartos limpos, confortável.;Café da manhã no quarto.;9;;;;
4 de novembro de 2023;Excelente opção em Recife;Quarto excelente, muito confortável;Recepção estava em obras, mas é pra melhorar;10;;;;
3 de novembro de 2023;Ótima, voltaria mais vezes.;A localização, quartos novos, banheiro de bom tamanho e limpeza;;8;;;;
2 de novembro de 2023;Satisfatória;A cama era muito confortável, cumpriu as expectativas já que era apenas para dormirmos e viajar no outro dia.;.;8;;;;
31 de outubro de 2023;Fantástico;Hotel bem moderno e perfeito em relação ao custo benefício;;9;;;;
30 de outubro de 2023;Excelente custo beneficio;Ótima localização.;;;;;;
"Café da manhã bem servido.""";Ao chegar, não havia funcionário próximo que pudesse me ajudar com a mala para subir as escadas.;9;;;;;;
30 de outubro de 2023;Bom espaço em relação ao custo /benefício;O atendimento da equipe é muito bom. A limpeza do local também. A qualidade do enxoval é boa também.;Precisa melhorar a pressão da água do chuveiro ( pelo menos no andar que fiquei) e a acústica dos quartos em relação ao corredor.;8;;;;
29 de outubro de 2023;Local aconchegante e muito bem localizado;café da manhã excelente no quarto, muitas opções e saboroso;Limpeza do banheiro deixou um pouco a desejar;9;;;;
28 de outubro de 2023;Muito bom o hotel, com certeza vou recomendar.;imaginei que o quarto e o próprio hotel seria muito mais simples, devido o valor.;o café ser servido no quarto. porém o café veio muito completo.;9;;;;
27 de outubro de 2023;Fantástico;Quartos limpos;Preferia tomar café fora do quarto, mas o café é muito bom.;9;;;;
27 de outubro de 2023;Boa estadia;Conforto e atendimento;Da impossibilidade de uma meia diária fiquei a tarde toda na recepção porque houve um problema com meu voo é eles nem se solidarizaram com isso;9;;;;
27 de outubro de 2023;Super indico.;Ótimo custo-benefício. Os funcionários são ótimos. Perfeita localização.;O prédio é antigo.;9;;;;
26 de outubro de 2023;Ótimo, recomendo.;Check In rápido, atendimento muito bom, quartos são novos e ótimos. O chuveiro e a cama são excelentes.;A única coisa que senti falta foi um espelho de corpo inteiro no quarto. De resto, tudo ótimo.;9;;;;
26 de outubro de 2023;Ótimo custo benefício;Tudo, tudo impecável!;Nada.;10;;;;
25 de outubro de 2023;Excepcional;A cama era super confortável ;;;;;;
Quarto limpo e aconchegante ;;;;;;;;
"O staff sempre mto solícito""";;10;;;;;;
25 de outubro de 2023;Boas acomodações;As instalações são ótimas, e o quarto é bem espaçoso. Os funcionários são atenciosos e prestativos. O café da manhã é bom. Localização boa, a 2 quarteirões da Praia de Boa Viagem;A localização é boa por ser próximo a praia, porém a noite fiquei certo receio de andar nas proximidades, por ficar meio deserto.;;;;;
O café da manhã é bem servido e muito gostoso; porém acaba sendo repetitivo. O fato de agendar e receber o café no quarto;" não achei cômodo.""";9;;;;;
25 de outubro de 2023;Muito bom;Ótima localização, custo benefício ok;Não gostamos do café da manhã e do colchão.;8;;;;
23 de outubro de 2023;Excepcional;Bem localizado. Funcionários super prestativos. Tudo muito limpo.;;10;;;;
23 de outubro de 2023;Bom custo benefício.;Localização, limpeza, cortesia dos funcionários, e preço.;;8;;;;
22 de outubro de 2023;Ótima experiência;Chegamos de madrugada e fomos muito bem recebidas pelo funcionário Marcos que, além de muito simpático, nos explicou tudo muito bem. Ganhamos água e bolo de rolo. Como só iríamos dormir no hotel e sair cedo para Maragogi, conseguimos agendar o café da manhã para bem cedo (antes das 6). Muito bom ter garagem para colocar o carro e manobrista (Wil, eu acho, muito simpático tb). Quarto limpo, com mobília nova e confortável.;Gostamos de tudo, mas só a titulo de sugestão, faltou uma mesinha maior e outra cadeira para o café (servido no quarto) e a vedação do som poderia ser melhor.;10;;;;
22 de outubro de 2023;Muito bom;Hotel possui um ótima localização, perto da praia e do aeroporto. Muito próximo do Shopping Recife e na região também tem opções de frutarias. Bom custo benefício.;Quarto pequeno, não tinha muito espaço para colocar as malas.;8;;;;
22 de outubro de 2023;Fantástico;Estabelecimento novo, tudo funcionando. beleza.;;9;;;;
22 de outubro de 2023;Excepcional;Espaço e limpeza;;10;;;;
19 de outubro de 2023;Muito agradável e atendeu a nossa expectativa.;Recepção ótima ! Sempre atenderam prontamente às nossas solicitações ! Ótima localização .;;9;;;;
19 de outubro de 2023;Boa.;Ótimo atendimento e localização. Pessoal do estacionamento excelente.;A acústica do quarto é ruim, dá para ouvir tv e conversas do quarto ao lado.;8;;;;
18 de outubro de 2023;Fantástico;Atendimento. O recepcionista Marcos foi sensacional, cheguei tarde da noite, mas fui atendida com muita atenção, recebi um brinde e todas as informações sobre o local e arredores. ;;;;;;
O quarto é ótimo; tudo limpo;" bem cuidado.""";Café da manhã servido no quarto, porque não tem espaço para Café no prédio. Muito ruim, e fraquinho.;;;;;
Oferecem sabonete líquido e shampoo no chuveiro; mas c daqueles em pote grande do tipo que tem que apertar pra sair o produto; o problema é que o produto é muito ruim. O Sabonete não serve pra nada; não tem cheiro; é ralo; não tem como utilizar;" assim sugiro que leve o seu próprio Sabonete.le shampoo.""";9;
16 de outubro de 2023;Fantástico;Sempre que vou a Recife fico no Fity! Perto de shopping, da praia e de bons restaurantes! Eu amo o café da manhã no quarto!;;9;;;;
16 de outubro de 2023;Perfeito . Melhor custo benefício em boa viagem;Quartos novos e muito limpos. Fiquei impressionado com a recepção no hotel. Minha família ficou impressionado com a receptividade dos funcionários.;Esta em reforma para melhoria do hotel.;8;;;;
16 de outubro de 2023;muito bom;equipe é muito gentil e atenciosa, principalmente o pessoal do estacionamento.;café da manhã ainda é um ponto de melhoria;8;;;;
16 de outubro de 2023;Excepcional;Conforto do quarto;;;;;;
Café da manhã simples; porém muito satisfatório;;;;;;;
"Localização do hotel""";Nada a me queixar;10;;;;;;
16 de outubro de 2023;Fantástico;Tudo novo e confortavel;Senti falta de toalha de rosto, café da manhã poderia ter mais opcoes, e opcoes frescas, tipo cuscuz, alguma raiz, tapioca..;9;;;;
16 de outubro de 2023;Muito bom;Lugar limpo e com conforto coerente com o prometido.;Falta estrutura básica em muitas coisas. O hotel não tinha abridor de vinhos.;8;;;;
15 de outubro de 2023;Excelente, conforto, limpeza e localização!;Hotel muito bom para quem está a trabalho! Limpeza impecável! Bom café da manhã, servido no quarto. Localização excelente em Boa Viagem. Tem estacionamento com manobrista, o quarto dispõe de tudo para tornar a hospedagem acolhedora.;Lobby da recepção pequeno, mas funcional para a proposta do hotel @;10;;;;
14 de outubro de 2023;Excelente;Atendimento da portaria excelente e rápido no check in;Tudo perfeito;10;;;;
14 de outubro de 2023;Bom hotel para descanso, mas o café da manhã precisa mudar;Cama confortável;;;;;;
13 de outubro de 2023;Boa opção na Boa Viagem;Localização, atendimento dos funcionários e cama bem grande;As acomodações correspondiam ao que foi informado;9;;;;
13 de outubro de 2023;Otimo;Quarto sem muito luxo mas que contém o necessário! Cama confortável, chuveiro bom! Passei apenas 1 noite mas passaria mais;;8;;;;
13 de outubro de 2023;Bom custo benefício;Localização, funcionários, limpeza;Apenas achei desnecessária a cobrança do estacionamento na porta do hotel.;8;;;;
10 de outubro de 2023;Hotel muito bom, confortável e aceita Pets.;ACEITA PETS. Funcionários muito gentis e atenciosos, quarto limpo e confortável, a localização é boa, apesar de não ter vista para o mar. Custo benefício é muito bom.;Senti falta de um restaurante (funcionários disseram que está em construção e em breve o restaurante será inaugurado). O Hotel cobra pelo estacionamento. Também senti falta da vista para o mar (sempre fiquei no HY, mas tive que trocar porque lá não aceita pet).;8;;;;
9 de outubro de 2023;Foi tudo perfeito!;A localização é excelente e possui estacionamento (R$ 15,00 com manobrista) no subsolo. A cama é extremamente confortável! As toalhas são maravilhosas! O café da manhã é servido no quarto no horário que você escolher. Como eu precisava sair muito cedo para trabalhar, pedi às 6h.;;10;;;;
