data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;
21 de junho de 2022;Dentro do esperado;Achei o hotel bem tranquilo, opção de café da manhã legal, piscina limpa, hóspedes educados. A localização da Av. a beira mar foi algo muito legal também, atravessou, praia! Adoramos!;Serviço de limpeza péssimo e demorou demais. Os quartos estavam sem toalhas, pano de chão... Acho que deveriam dar mais atenção a isso. Assim que chegamos o chão estava peguento como se tivessem usado algum produto de limpeza a pouco tempo. O check in era as 14h e foi avisado que só faríamos as 17h e mesmo assim, com o atraso, pegamos o quarto +/-.;8;;;;
18 de junho de 2022;Fantástico;Apartamento com quarto sala e cozinha conjugada. Um pouco antigo. Wifi bom. Café da manhã muito bom. Bom custo benefício. Pertinho da av. Paulista . Muitos restaurantes por perto..;Um pouco antigo necessitado de alguns reparos.;9;;;;
17 de junho de 2022;Bom;;Tivemos problemas com porta da suíte, mais os técnicos do hotel 🏨 fez o reparo.;7;;;;
15 de junho de 2022;Bom;Localização;Quarto deveria ser cama de casal, mas simplesmente juntaram duas camas de solteiros. Absurdo...;7;;;;
14 de junho de 2022;inesquecível amo recife;obrigado!;agradeço;8;;;;
13 de junho de 2022;ótima localização.;Funcionários prestativos seja recepção, manutenção, limpeza ou da área do café da manhã.;A cama do quarto que fiquei é péssima, abaulada. solicitei a troca a uma funcionária na recepção que mesmo estando com a lotação máxima, ficou de verificar a troca e me dar um retorno pelo telefone do quarto. infelizmente, isso não aconteceu.;9;;;;
13 de junho de 2022;Valeu, nossa estadia foi muito boa.;Localização do hotel, atendimento dos colaboradores e serviço de bar, além de um ótimo café da manhã.;Quando chegamos, no apto que nos colocaram, o condicionador de ar não estava funcionando, foi demorado para resolver e por fim nos mudaram de apto.;8;;;;
10 de junho de 2022;Fantástico;Bem localizado. Funcionários bem receptivos. Café da manhã muito bem servido.;;9;;;;
9 de junho de 2022;Bom;localização e serviço de restaurante;carpete nos corredores, instalações antigas precisa de modernização;8;;;;
7 de junho de 2022;Fantástico;localidade;tv que não funcionou bem. saímos debaixo de chuva pra pegar o carro na garagem.;9;;;;
5 de junho de 2022;excelente custo benefício.;quarto amplo, limpo.;;8;;;;
30 de maio de 2022;Fantástico;Maria Ivone Lopes, gostei do atendimento, das instalações, da localização.;Maria Ivone Lopes , elevador demora ( só um funciona.;;;;;
"Limpeza mais ou menos.""";9;;;;;;;
30 de maio de 2022;Muita chuva;;Choveu muuito, por isso, o aproveitamento não foi sufuciente;7;;;;
29 de maio de 2022;Muito bom;funcionários bons e educados;o quarto que fiquei de frente pra praia gostei, porém na hora da chuva o quarto alagou;8;;;;
25 de maio de 2022;Bom;Localização ótima, de frente pro mar.;Atendimento demorado, quarto e banheiro bem pequenos, uma pessoa só na recepção, mesmo com fila. Tinha que ter um gerente para poder organização isso. Café da manhã bem fraquinho. Estacionamento, você tem que sair pelo lado de fora, chovendo, você se molha inteiro para pode pegar o carro. Horário do restaurante é péssimo. Cartão para abrir a porta, com defeitos, reclamamos na recepção, mas não adiantou nada, todo vez a gente demora uns 10 minutos para conseguir abrir a porta. Janela não tem segura alguma, teria que ter tela. Não recomendo o hotel para quem tem crianças, muito perigoso. Uma pena, hotel fica numa localização maravilhosa, poderia ter mais atenção nessas coisas.;7;;;;
25 de maio de 2022;Para um pernoite atendeu as expectativas;Boa localização;;;;;;
24 de maio de 2022;Fantástico;A PRATICIDADE, LOCALIZAÇÃO E CUSTO BENEFÍCIO.;A FALTA DE UM ESTACIONAMENTO GRATUITO E MAIS AMPLO.;9;;;;
21 de maio de 2022;Bom;Localização;Instalações um pouco antiga;7;;;;
18 de maio de 2022;Bom;A localização e a vista são ótimas. O chuveiro é mt bom e as comodidades de banho disponíveis tb.;NO hotel está reformando os elevadores, para modernizar, então não tem jeito, fica um ar de obra nos corredores e somente 1 elevador está funcionando, assim, demora mt para chegar aos andares e as vezes passa cheio ou então molhado, pelo uso de quem usa pós piscina/praia. ;;;;;
;;;;;;;;
De toda forma; o hotel precisa de uma modernização geral. Corredores com carpetes e paredes que dão uma impressão de desleixo. ;;;;;;;
;;;;;;;;
"Mas a cama e os lençóis são bons e limpos.""";7;;;;;;;
17 de maio de 2022;Bom;O quarto não era luxuoso, mas tinha uma vista bacana para o mar.;O café da manhã não atendeu as expectativas, com poucas opções de frutas. Apenas um dos elevadores estava funcionando e era muito lento, você esperava bastante para o elevador chegar.;7;;;;
17 de maio de 2022;Muito bom;Localização... atendimento...;..Quarto muito apertado... TV sem internet;8;;;;
16 de maio de 2022;boa;excelente café da manhã;solicitei um cobertor e eles não tinham disponível , piscina deveria ser aquecida;8;;;;
16 de maio de 2022;Bom custo benefício;A vista;Cama não é muito confortável;8;;;;
15 de maio de 2022;Muito Boa;Localização e organização do Hotel;Um elevador em manutenção.;9;;;;
15 de maio de 2022;Tudo ótimo;Da localização, dos funcionários;Do elevador só tem um funcionando, na hora de. Café, ou grande fluxo a demora é grande.;8;;;;
14 de maio de 2022;localizacao boa mas a limpeza deixou a desejar;minha suite era de frente pr o mar… uma vista linda;o quarto estava com o chao sujo. os moveis estavam com um tipo de oleo que sujava o que colocavamos em cima;8;;;;
10 de maio de 2022;Excelente custo beneficio para ficar em uma localização privilegiada de Recife;Café da manhã e localização são os pontos fortes do hotel;O espaço destinado ao estacionamento parace estar em obras, é bem escuro e cheio de entulho, além de ser pago a parte.;;;;;
Apenas um elevador funcionando;" o que gera uma demora para utilização.""";9;;;;;;
5 de maio de 2022;Boa opção em Recife;Localização e vista do quarto para o mar.;O elevador, só tinha 1 funcionando e causou demora para descer e subir nos horários de café da manhã.;8;;;;
5 de maio de 2022;custo benefício;café da manhã;não me recordo;9;;;;
4 de maio de 2022;Bom;Café bom, ótima localização, tudo por perto;Instalações dos quartos antiga, na minha opinião;7;;;;
3 de maio de 2022;Muito bom;Localização SENSACIONAL só atravessar a rua está na Praia;Não obedece as novas de proteção do Covid 19, apenas 01 (um) elevador funcionando, minha Família era única que usava máscara pois temos uma Avó de 72 anos eramos obrigados compartilhar o elevador com todos os demais hóspedes todos sem máscara !! Pois o Hotel é enorme e apenas 01(um) elevador não comporta o fluxo de hóspedes.;8;;;;
2 de maio de 2022;Bom;Localização e café da manhã.;Já havia reservado um quarto e quando cheguei no Hotel a recpionista nos informou que não tinha quarto disponível, eu estava com um bebê de 1 ano e eles nos deixaram esperando por horas para poder entrar em um quarto. Absurdo, não adianta deixar reservado.;7;;;;
1º de maio de 2022;gostei e recomendo!;localização excelente! Funcionários prestativos.;nosso ar estava com defeito e infelizmente não foi solucionado durante a estadia.;7;;;;
1º de maio de 2022;Muito bom;Estrutura do hotel ótima. Café da manhã variado, com boas opções. Camas confortáveis, quarto arejado e bem limpo.;;8;;;;
27 de abril de 2022;Fantástico;Acesso fácil e rápido ao aeroporto e a praia de Boa Viagem.;;9;;;;
26 de abril de 2022;Adorei ter me hospedado no Euro Suit. Lugar maravilhoso e equipe muito acolhedora.;O café da manhã tinha muita variedade. Só senti falta de opções para quem tem intolerância a lactose.;A única sugestão é que o café da manhã poderia iniciar mais cedo, pois normalmente quem vai realizar os passeios, o horário de saída é partir das 6h, aí quem precisa sair cedo não consegue tomar o café da manhã.;9;;;;
25 de abril de 2022;Uma boa estadia por causa da localização, mas com wi-fi com alguma lentidão e o box do banheiro frac;;O banheiro poderia ser melhor, principalmente o box do banheiro, o wi-fi também poderia ser melhor, tinha horas que ficava muito lenta a conexão.;7;;;;
25 de abril de 2022;Dentro do esperado conforme havia lido os comentários pelo booking.;Localização boa, café da manhã ótimo, camas boas, ar condicionado funcionando, chuveiro bom, limpeza do quarto ótima.;Apenas um elevador funcionando, que demorava muuuuuito, mas como estava no segundo andar, era possível descer de escada. Teto do banheiro com mofo e umidade do quarto. Demora no atendimento do restaurante para pedir janta à noite. Tomadas do quarto são no modelo antigo, levei o meu ferro pois fui à trabalho e não podia usar roupas amassadas, mas o hotel não possuía adaptador e o serviço de passar era cobrado. Solicitei cobertor devido ao ar condicionado mas haviam acabado e não me forneceram.;7;;;;
23 de abril de 2022;Bom;Localizacao, funcionarios, comida.;Banheiro, chuveiro;7;;;;
19 de abril de 2022;Custo benefício muito bom!;Localização, conforto, quarto grande, café da manhã muito bom.;Apenas um elevador em uso no momento;9;;;;
19 de abril de 2022;Muito bom;Atendimento dos funcionários, prestativos demais, educados. Localização perfeita;Colchão poderia ser melhor;8;;;;
18 de abril de 2022;Fantástico;café da manhã, localização, funcionários;apenas 1 elevador funcionando;9;;;;
18 de abril de 2022;Fantástico;;Local para o café da manhã, muito pequeno;9;;;;
17 de abril de 2022;Muito bom;Café da manhã razoável. Localização ótima.;O quarto poderia ser bem melhor, principalmente o chuveiro. E tbém não gostei de ter somente um elevador.;8;;;;
17 de abril de 2022;muito bom, recomendo e voltaria!;funcionários super prestativos e acolhedores, limpeza do quarto e café impecáveis, ótima localização, área da piscina tem vista linda para praia, hotel ofereceu happy hour com música ao vivo durante nossa estadia, adorei tudo!!;senti falta de um edredom no quarto e quando solicitei na recepção veio uma manta de solteiro sendo que estava em um quarto de casal… mas de certo!;9;;;;
15 de abril de 2022;Fantástico;Ótima localização;A questão de ter apenas um elevador era bem chato;9;;;;
14 de abril de 2022;Estadia simples em relação ao quarto um pouco melhor mas estadia muito aceitável;Ótimo pequeno e ótima localização junto a praia;O quarto devia ter vista para a praia e não para a lateral de um predio;7;;;;
14 de abril de 2022;Fantástico;Funcionários educados, bom café da manhã e localização excelente.;Não há camas de casal realmente, são feitas as junções de duas camas de solteiro, que apesar de terem colocado cobertores extras, era muito diferente.;9;;;;
14 de abril de 2022;Bom;Atendimento do funcionário Carlos da cozinha. O melhor.;Cama desconfortável. Cama com lados desproporcionais. Incomoda bastante. Estacionamento pago. É a primeira vez que me hospedo em um hotel com estacionamento com valor extra.;8;;;;
14 de abril de 2022;Excelente localização!;A localização e o cafe da manhã são perfeitos!;Unico ponto negativo foi a manutenção do elevador que só deixou um disponível e foi um pouco ruim de ser transportado;8;;;;
12 de abril de 2022;Fantástico;Foi fantástico amei experiência maravilhosa.;;9;;;;
11 de abril de 2022;ótima localização, ótimo café da manhã, garçons perfeitos, me hospedaria novamente neste hotel.;Gostei do banheiro, chuveiro super forte. Apesar de não ter usado, é sempre bom a opção de um secador que funcione perfeitamente. Limpeza diária, não falhou como em outros hotéis que eu fui. o café da manhã regional é um ponto muito forte, maravilhoso, garçons prestativos e rápidos, principalmente o mais velho, sempre sorridente, atencioso e dedicado com todos. está de parabéns!;o único ponto negativo foi que a cama de casal de casal era pequena, deveria ser uma queen no mínimo.. e o fato de só ter um elevador funcionando estressa bastante pq o único que funciona ainda é extremamente lento.;9;;;;
11 de abril de 2022;A estadia foi agradável, mas poderia ter sido melhor ainda!;A atenção dos funcionários e a localização do hotel.;O hotel com mais de 80 apartamentos e doze andares não poderia ter só um elevador. Senti também a falta da academia e um controle mais efetivo das despesas efetuadas no restaurante. Neste tópico eu sugeria que todo consumo feito no dia fosse pago no dia.;8;;;;
9 de abril de 2022;tudo perfeito nota dez;atendimento na recpção exelente e de todos os funcionarios;do elevador ser só um;8;;;;
8 de abril de 2022;Bom;O quarto é perfeito com uma vista realmente incrível! Todos os funcionários foram muito solícitos quando precisamos.;Antes de reservar o hotel eu havia lido algumas avaliações e algumas bem antigas já falavam do elevador que estava em “reforma”, pois pasmem, até hoje não está em uso e realmente isso é um problema pois demora muito aguardar apenas um elevador para todo o prédio. Se você acha isso algo “simples”, espere até você ter que precisar do elevador neste hotel, vai ser horrível e estressante aguardar por longo tempo o elevador para chegar no quarto ou ir para o café da manhã.;7;;;;
7 de abril de 2022;Bom;Sim , boa localização e equipe boa . ;;;;;;
"Entendendo que estão em reforma .""";O quarto com um pouco de cheiro de mofo .;7;;;;;;
7 de abril de 2022;Bom;Os funcionários são excelentes, a localização é em frente à praia, o café da manhã é bom, o quarto é limpo diariamente e o ar funciona perfeitamente;Eu fiquei hospedada no quarta q estava ao lado do elevador q estava em reforma e isso me atrapalhou um pouco por causa do barulho durante o dia, visto q eu estava estudando;8;;;;
