data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;;;
21 de maio de 2024;Hotel bem equipado, com boa estrutura e bom pra receber famílias!;A localização é muito boa, o café da manhã também foi muito bom, com alguns repertórios não se repetindo, o atendimento da equipe foi muito satisfatório, sempre gentis e atenciosos.;Particularmente apenas o vaso do banheiro apresentava um problema na descarga, fora isso não tem muito o que reclamar.;8;;;;;;;;
21 de maio de 2024;Experiência foi mediana.;;De quase tudo, acho que para o valor cobrado a achei a acomodação muito simples. A cortina da janela com ácaros.;7;;;;;;;;
20 de maio de 2024;Bom custo benefício;Ótima localização. Fui com minha família, total de 7 pessoas, e fizemos muitas coisas sem necessidade de carro;Muitos pedintes no entorno do hotel. Mas nada que desabonasse a hospedagem;9;;;;;;;;
20 de maio de 2024;Bom custo benefício;Localização do hotel é muito boa. Fizemos muitas coisas sem carro.;;9;;;;;;;;
20 de maio de 2024;Agradavel;Localização, atendimento e um ótimo café da manha;A iluminação do banheiro e muito ruim , e quase uma banho a luz de velas!! o box alagava!;8;;;;;;;;
20 de maio de 2024;Muito boa;café da manhã super delicioso;toda minha estadia foi muito boa;9;;;;;;;;
20 de maio de 2024;Ótimo custo benefício;Localização e e cadê da manhã;;8;;;;;;;;
17 de maio de 2024;Bom;Da localização.;Dos elevadores lotados de malas.;7;;;;;;;;
17 de maio de 2024;Fantástico;Localização, serviço;;9;;;;;;;;
15 de maio de 2024;foi prazerosa;o café atendeu minha necessidade, pois tenho muita restrição alimentar, localização excelente.;Tudo bem.;9;;;;;;;;
15 de maio de 2024;Maravilhoso;Gostei da vista, pessoas gentis, ótimo café da manhã;Não passou limpeza;8;;;;;;;;
14 de maio de 2024;Atendeu a expectativa e custo benefício;Café da manhã bom , boa localização , apto razoável !;Ar condicionado precisando limpeza e chuveiro elétrico precário , podem reformar;7;;;;;;;;
13 de maio de 2024;Excelente custo-benefício;Os principais pontos positivos são o custo-benefício, o café da manhã e o atendimento dos funcionários. Toda acomodação tem alguns contratempos, mas o importante é a agilidade e efetividade com que os problemas são resolvidos pela equipe, e no Park Hotel os problemas foram solucionados com rapidez. Destacamos o atendimento prestado pelo funcionário Sebastião. O café da manhã é bem diversificado e com opções de tapiocas feitas na hora.;Inicialmente, fomos acomodados em um apartamento no 2º andar que estava com muito cheiro de umidade e mofo. Mas, como disse acima, falamos com o atendimento e nos realocaram para um apartamento no 9º andar, que estava muito mais arejado e novo.;8;;;;;;;;
12 de maio de 2024;Perfeita;Excelente café da manhã;;;;;;;;;;
"Checkin e check out descomplicados""";De tudo;9;;;;;;;;;;
12 de maio de 2024;Fantástico;Ótima localização e café da manhã.;Internet muito ruim;9;;;;;;;;
9 de maio de 2024;Muito bom;Ótima localização, café da manhã saboroso e diverso. Funcionários educados e solícitos. Camas confortáveis, ar condicionado funciona bem, quarto limpo.;Instalações do quarto antigas. Chuveiro não tinha a opção de morno, apenas frio ou muito quente. Poderiam disponibilizar ferro de passar para os clientes, pois o valor cobrado é alto. A área de circulação nos corredores dos quartos não possui ventilação e fica com um cheiro muito forte do carpete. Poderiam retirar esse carpete até pra facilitar a higienização.;8;;;;;;;;
8 de maio de 2024;Já havia me hospedado antes, não foi como antes.;Bom café da manhã e limpeza do quarto;Fiz a reserva via Bookim para 2 hóspedes. Posteriormente perguntou a se houvesse alteração falasse com.o hotel e me direcionou a um site. Entrei no site e fiz alteração, pois queria inserir mais um hóspede. O qui feito. Na ocasião do check-in Não tinhá nada registrado da minha reserva e para solucionar tive de enviar o e-mail para o pessoal da recepção. Não foi legal era tarde da noite, queríamos tomar banho e sair para comer algo. Estava acompanha com minha idosa de 82 aos e uma irmã de 61 anos. Espera grande para pegar elevador;7;;;;;;;;
7 de maio de 2024;8.9;Gostei muito da localização, pertinho da beira-mar, próximo da feirinha de boa viagem, várias opção de comida etc...;Não gostei, do travesseiro muito baixo. E a reforma que tá fazendo estava funcionando só um elevador. Mais a não ser isso foi de boa.;9;;;;;;;;
7 de maio de 2024;Bom;Localização proximo a praia;Cafe de manhã sem suco natural poucas opções;7;;;;;;;;
7 de maio de 2024;Satisfeita e voltarei com minha família;Funcionários educados , simpáticos , limpeza do quarto impecável, excelente localização;;9;;;;;;;;
6 de maio de 2024;Agradável;Área Lazer/Piscina, café da manhã, preços do restaurante, localização.;A aparência interna pode melhorar, achamos o piso e balcão da recepção com aspecto mediano, incluindo o mobiliário, principalmente sofás. Vidros do restaurante sempre com cortina, quando abrimos vimos q os vidros estavam sujos/opacos. O atendimento achamos apenas bom, um ou outro funcionário não demonstrou simpatia, cumprindo apenas o básico.;8;;;;;;;;
5 de maio de 2024;satisfatório;localização;o cheiro de mofo dentro do quarto;7;;;;;;;;
3 de maio de 2024;Muito bom;;Solicitei cobertor e o mesmo não foi entregue.;8;;;;;;;;
3 de maio de 2024;Satisfatória, mas poderia ser bem melhor.;O hotel está passando por reforma no roof top e já está muito aconchegante lá em cima. O quarto é bem amplo, mas com aparência antiga. O ponto forte do hotel: café da manhã. Muito bem servido.;A cama, o ar condicionado e tv deixam um pouco a desejar. Todos antigos. Ponto fraco: estacionamento. Mesmo sendo pago, quando chegamos não havia mais vagas e tivemos que estacionar na rua.;8;;;;;;;;
29 de abril de 2024;Boa;Do atendimento.;Da higiênico do quarto que pode ser melhor, principalmente do box onde se toma banho estava com gordura (do corpo) encostrada nas paredes como também falto um espelho pra se ver de corpo inteiro sem nada atrapalhando ou dividindo o mesmo.;8;;;;;;;;
28 de abril de 2024;Recomendo o hotel pois tem bom custo/benefício !;A localização é excelente! Do lado da feirinha, a uma quadra do mar na Boa Viagem. Funcionários atenciosos.Café da manhã simples mas com bastante variedade. A piscina é pequena mas boa.;O cheiro de desinfetante no banheiro apesar de garantir a limpeza do local era muito forte. Garagem paga(r$25,00) a diária.;9;;;;;;;;
28 de abril de 2024;Muito bom;Localização;Acho que o chekin deveria ser às 12;8;;;;;;;;
28 de abril de 2024;Ótima opção estadia em Recife;O Hotel é muito bem localizado , a uma quadra da praia de Boa Viagem , ficamos num quarto bom vista para a a praia , as instalações são boas , a limpeza adequada , o pessoal da recepção foram muito atenciosos . O café da manhã tem muitas opções de salgados , doces , cafés , frutas , fazem tapioca na hora , estão sempre repondo os alimentos . Como o hotel é grande , o movimento na já tá do café e grande , mas nada que atrapalhou . Tem uma área com piscina no terraço muito bonita ! Certamente recomendamos este Hotel !;Estava tudo muito bom .;9;;;;;;;;
28 de abril de 2024;Legal;Atendimento;;;;;;;;;;
Cafe da manhã ;;;;;;;;;;;;
Surpresa para o aniversariante ;;;;;;;;;;;;
Localização ;;;;;;;;;;;;
"Prontidão resolução dos problemas""";Quarto estava com a fechadura da porta travada;;;;;;;;;;;
Chuveiro entupido e não esquentava;;;;;;;;;;;;
Caixa do vaso sanitário danificada;" ficava desperdiçando água""";7;;;;;;;;;;
26 de abril de 2024;Voltaria somente pelo atendimento dos funcionários.;O staff todo é perfeito! Todos os funcionários simpáticos, cordiais, prestativos e dispostos a fazerem a hospedagem melhor possível. As camas muito confortáveis também.;O fato de ter carpetes nos corredores contribuem para um cheiro de mofo terrível. O primeiro quarto que ficamos estava insuportável cheiro de mofo também. Havia uma parede (que também era do banheiro) apresentava manchas de mofo. Ao informar a recepção sobre o problema, nos trocaram de apartamento quase que imediatamente. No geral os quartos são limpos mas precisam rever seriamente esse mofo generalizado. No entanto, há esperança de melhorias pois o hotel estava em obras.;7;;;;;;;;
26 de abril de 2024;Muito boa recomendo;Hotel é muito bom, café da manhã muito bom, equipe sempre atenciosa;Esta na hora de melhorar os colchões 😊;9;;;;;;;;
25 de abril de 2024;Uma vista deslumbrante da praia da boa viagem;A vista do terraço é fantastica .A piscina é linda e ideal para todas as idades . O buffet do almoço e jantar tem um preço muito bom . A localização é otima, perto do aeroporto ,da praia e da feirinha;O banheiro poderia passar por uma reforma para modernizar o piso, mas acredito que seja uma questão de tempo para a obra chegar aos quartos;8;;;;;;;;
24 de abril de 2024;Bom;Localização ótima;Peguei um quarto no segundo andar sem vista, com chuveiro com defeito;7;;;;;;;;
24 de abril de 2024;Ótima localização, café da manhã excelente.;Limpeza dos quartos, vista da praia e localização.;Nada a reportar.;9;;;;;;;;
23 de abril de 2024;Muito;Localização excelente, confortável, atendimento muito bom. O rooftop foi reformado e ficou muito agradável. Atendeu minhas expectativas.;Alguns itens do café da manhã não foram repostos faltando ainda 1h para finalizar o horário. Paguei mais caro para ficar no hotel justamente pelo café da manhã e por isso esperava muito sobre este item. Mesmo assim o café foi muito bom;8;;;;;;;;
23 de abril de 2024;Quarto bom, funcionários nem tanto, café mediano;A localização é muito boa, quarto limpo .;Tivemos problemas com barulho. Funcionários arrastando moveis pela manhã, reclamos na recepção. Achei a recepção pouco simpática e flexível. Cheguei de madrugada de sábado e retornei às 21 h de domingo. Havia enviado mensagem pelo booking explicando os horários. Ao chegar, me informaram que eu teria que pagar mais meia diária que duraria de meio dia às 18 h. Não havia tolerância, nem negociação. Respostas secas e diretas.;7;;;;;;;;
22 de abril de 2024;É um bom local em relação ao conforto, para um para dormi e tomar um banho.;Gostamos do conforto do quarto e do café da manhã, a vista é bacana e o hotel é bem localizado em relação ao aeroporto e a orla da praia de Boa Viagem.;Não gostei do fato do estacionamento ser a parte, tive um problema com o carro que aluguei. Porque fui direto do aeroporto para esse hotel e deixei o carro com o manobrista e avisei que sairia em seguida. levei cerca de 30 minutos para subi para o quarto e ajeitar as coisa e quando desci e fui pegar o carro notei um arranhão de chave e um amassado no capô do carro. Não tenho como provar e apontar ninguém infelizmente, mas sei que foi nesse momento que ocorreu isso. Tive que resolver com a locadora na volta, o que não foi nada bom. Em relação a segurança, ao redor do hotel não é muito seguro e há pouco policiamento. Não tivemos também uma boa experiência em relação ao jantar no Hotel, não sei se no dia que fomos havia um grupo de pessoas comemorando no restaurante, e mal conseguimos comer e a refeição não estava tão boa.;7;;;;;;;;
21 de abril de 2024;Muito bom;Excelente localização e um otimo custo beneficio.;o café da manhã é o ponto fraco do hotel, poderia ser melhor.;8;;;;;;;;
20 de abril de 2024;BOA HOSPEDAGEM;QUARTO MUITO BOM;;;;;;;;;;
AMPLO; LIMPO E COLCHÃO EXCELENTE;;;;;;;;;;;
"CAFÉ DA MNHÃ MUITO BOM COM UMA TAPIOCA FANTÁSTICA E FEITA NA HORA COM O RECHEIO NA ESCOLHA DO HÓSPEDE""";ROUPA DE CAMA E BANHO VELHOS , PRECISAM SER RENOVADOS;;;;;;;;;;;
OBS: O LENÇOL ESTAVA FURADO;" PARECIA TER SIDO QUEIMADO POR CIGARRO""";9;;;;;;;;;;
20 de abril de 2024;Fantástico;;Limpeza no banheiro (paredes e box) deixa a desejar, assim como das cortinas da janela;9;;;;;;;;
19 de abril de 2024;Muito bom;Café da manhã muito bom e localização maravilhosa.;;8;;;;;;;;
19 de abril de 2024;Muito bom;A localização e segurança do hotel. Eu costumo chegar 23:00 horas e me sinto segura nesse hotel.;pequenas formigas no quarto. Mas a recepção me trocou de quarto assim que reclamei.;8;;;;;;;;
18 de abril de 2024;Muito bom;LOCALIZAÇÃO EXCELENTE E BOM CAFÉ DA MANHÃ;PREÇO.;8;;;;;;;;
18 de abril de 2024;Recomendadíssimo!!!;Embora não seja um 5 estrelas, atende muito bem até aos mais exigentes. Café da manhã muito bom, funcionários sempre atentos e simpáticos, próximo do aeroporto e comércio, apesar de pouco diversificado. Me sinto à vontade para comentar, tendo em vista que me hospedo na propriedade com relativa frequência.;Pedintes, pivetes e desocupados.;8;;;;;;;;
18 de abril de 2024;FOI LEGAL;A TV DO QUARTO NÃO ERA SMART E NÃO FUNCIONAVA BEM (ESPECIALMENTE O SOM);LOCALIZAÇÃO E ROOFTOP;8;;;;;;;;
17 de abril de 2024;Muito bom;Da localização e dos funcionários!;Do chuveiro;8;;;;;;;;
17 de abril de 2024;Valeu a pena!;Vista para o mar e cama.;Instalações do banheiro e chuveiro;8;;;;;;;;
16 de abril de 2024;Vale a pena. Bom custo-beneficio. Localização boa. Prédio com estrutura antiga.;O principal ponto positivo é o ótimo tratamento que os funcionários nos oferecem. A localização é muito boa e o café da manhã também. Estávamos em viagem de lua de mel e, por isso, nos concederam upgrade de quarto.;A limpeza poderia ser melhor. Achei as cortinas extremamente sujas, dando uma impressão ruim. Além disso, o banheiro também não estava tão bem limpo.;9;;;;;;;;
16 de abril de 2024;Bom;A equipe é toda muito atenciosa, todo mundo muito gentil e sem burocracias excessivas para resolver as coisas. O rooftop é bem legal e a localização excelente. Pertinho da praia, da feirinha de boa viagem, do aeroporto. Gostei muito.;Os quartos são muito bons, mas o banheiro precisa de uma renovação. Instalações velhas/defasadas e podia ter uma iluminação melhor. Mas, ressalto, tudo muito limpo. O café da manhã também é bom, mas não excepcional. Cumpriu bem a função.;7;;;;;;;;
15 de abril de 2024;Bom para o objetivo da estadiA;Espaço;Pouca ventilação;7;;;;;;;;
15 de abril de 2024;Ótima;O café da manhã era excelente, comida boa e fresquinha. A tapioca é ótima!;;;;;;;;;;
;;;;;;;;;;;;
Sobre a localização é ótima; do lado da feira de artesanato da Boa viagem; menos de 100 metros da praia; perto de restaurantes e mercado.;;;;;;;;;
;;;;;;;;;;;;
Funcionários receptivos; educados.;;;;;;;;;;;
;;;;;;;;;;;;
"Super recomendo!""";;9;;;;;;;;;;
15 de abril de 2024;Lazer no hotel precisa melhorar. Alimentação ótima ,atendimento bom. Obrigada;Localização e o silêncio,café da manhã 👍 , atendimento recepção e restaurante.;Piscina pequena ,chega até que esperar a vez pra entrar, as crianças quase não tem lugar na piscina . Banheiro do apartamento ,o ralo quase não libera a agua👇.;8;;;;;;;;
